date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:50:22	85/85	---M--	200	added ('OK')	text/plain	etag:%2256294da6-55%22	https://www.competethemes.com/robots.txt		(from )
17:50:22	24015/24015	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2010:50:04%20GMT	https://www.competethemes.com/ignite-live-demo/	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/index.html	(from )
17:50:23	26711/26711	---MCZ	200	added ('OK')	text/css	etag:W/%2256375626-6857%22	https://www.competethemes.com/ignite-live-demo/wp-content/themes/ignite/assets/font-awesome/css/font-awesome.min.css?ver=4.3.1	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/wp-content/themes/ignite/assets/font-awesome/css/font-awesome.min5b31.css	(from https://www.competethemes.com/ignite-live-demo/)
17:50:23	17355/17355	---MC-	200	added ('OK')	application/rss+xml	etag:%22e95d78b54d53deff7a634f1679440054-gzip%22	https://www.competethemes.com/ignite-live-demo/feed/	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/feed/index.html	(from https://www.competethemes.com/ignite-live-demo/)
17:50:24	36095/36095	---MCZ	200	added ('OK')	text/css	etag:W/%2256375626-8cff%22	https://www.competethemes.com/ignite-live-demo/wp-content/themes/ignite/style.css?ver=4.3.1	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/wp-content/themes/ignite/style5b31.css	(from https://www.competethemes.com/ignite-live-demo/)
17:50:26	95977/95977	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2256294daa-176e9%22	https://www.competethemes.com/ignite-live-demo/wp-includes/js/jquery/jquery.js?ver=1.11.3	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/wp-includes/js/jquery/jqueryc1d8.js	(from https://www.competethemes.com/ignite-live-demo/)
17:50:26	26285/26285	---MC-	200	added ('OK')	text/javascript	date:Thu,%2005%20Nov%202015%2022:24:16%20GMT	http://www.google-analytics.com/analytics.js	C:/xampp/htdocs/sukienweb/sukienweb/www.google-analytics.com/analytics.js	(from https://www.competethemes.com/ignite-live-demo/)
17:50:27	7200/7200	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2256294daa-1c20%22	https://www.competethemes.com/ignite-live-demo/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/wp-includes/js/jquery/jquery-migrate.min1576.js	(from https://www.competethemes.com/ignite-live-demo/)
17:50:27	15274/15274	---MC-	200	added ('OK')	application/rss+xml	etag:%223c444c42cb94ea0304bfa73fdfd600e3-gzip%22	https://www.competethemes.com/ignite-live-demo/comments/feed/	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/comments/feed/index.html	(from https://www.competethemes.com/ignite-live-demo/)
17:50:27	848/848	---MCZ	200	added ('OK')	text/xml	date:Sat,%2021%20Nov%202015%2010:50:09%20GMT	https://www.competethemes.com/ignite-live-demo/xmlrpc.php?rsd	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/xmlrpc0db0.php	(from https://www.competethemes.com/ignite-live-demo/)
17:50:27	1045/1045	---MC-	200	added ('OK')	application/xml	etag:%22415-522b7bd249e46-gzip%22	https://www.competethemes.com/ignite-live-demo/wp-includes/wlwmanifest.xml	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/wp-includes/wlwmanifest.xml	(from https://www.competethemes.com/ignite-live-demo/)
17:50:28	78121/78121	---M--	200	added ('OK')	image/jpeg	etag:%2256294dc9-13129%22	https://www.competethemes.com/ignite-live-demo/wp-content/uploads/sites/4/2014/03/camera1.jpg	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/wp-content/uploads/sites/4/2014/03/camera1.jpg	(from https://www.competethemes.com/ignite-live-demo/)
17:50:28	19379/19379	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2010:50:10%20GMT	https://www.competethemes.com/ignite-live-demo/about-2/	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/about-2/index.html	(from https://www.competethemes.com/ignite-live-demo/)
17:50:28	21399/21399	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2010:50:10%20GMT	https://www.competethemes.com/ignite-live-demo/blog/	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/blog/index.html	(from https://www.competethemes.com/ignite-live-demo/)
17:50:28	18268/18268	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2010:50:10%20GMT	https://www.competethemes.com/ignite-live-demo/sample-page/	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/sample-page/index.html	(from https://www.competethemes.com/ignite-live-demo/)
17:50:29	11935/11935	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2010:50:11%20GMT	https://www.competethemes.com/ignite-live-demo/category/uncategorized/	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/category/uncategorized/index.html	(from https://www.competethemes.com/ignite-live-demo/)
17:50:29	20806/20806	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2010:50:11%20GMT	https://www.competethemes.com/ignite-live-demo/category/design/	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/category/design/index.html	(from https://www.competethemes.com/ignite-live-demo/)
17:50:29	13289/13289	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2010:50:11%20GMT	https://www.competethemes.com/ignite-live-demo/category/travel/	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/category/travel/index.html	(from https://www.competethemes.com/ignite-live-demo/)
17:50:29	26147/26147	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2010:50:11%20GMT	https://www.competethemes.com/ignite-live-demo/contact/	C:/xampp/htdocs/sukienweb/sukienweb/www.competethemes.com/ignite-live-demo/contact/index.html	(from https://www.competethemes.com/ignite-live-demo/)
